# Pathway	VNF1S288	VNF2S289	VNF3S290	VNF4S291	VNF5S292	VTF1S293	VTF2S294	VTF3S295	VTF4S296	VTF5S297	VIF1S283	VIF2S284	VIF3S285	VIF4S286	VPF1S287	VPF2S288	VPF3S289	VPF4S290	VPF5S291	VNA1S233	VNA2S234	VNA3S235	VNA4S236	VNA5S237	VTA1S238	VTA2S239	VTA3S240	VTA4S241	VTA5S242	VIA1S243	VIA2S244	VIA3S245	VIA4S246	VIA5S247	VPA1S248	VPA2S249	VPA3S250	VPA4S251
season	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	1.21228	1.21352	1.67879	1.6922	0.832609	0.802575	0.802575	1.33311	0.825241	1.48151	0.720728	0	1.31191	1.49055	0.558984	0.558984	0.814285	0.926532	0.868734	0.563898	1.8349	0	1.97094	0	0.875496	0.665076	1.13715	1.1145	1.40337	1.37499	1.70842	2.3744	2.05573	2.02925	0	0	0	1.14356
PWY-6859: all-trans-farnesol biosynthesis	5.67155	5.67737	7.69641	6.63865	6.63077	6.74163	6.74163	6.15391	7.02836	5.98585	7.30704	7.74712	7.3376	6.52385	7.30316	7.30316	7.81736	5.87991	9.07937	6.54347	5.16748	6.69831	5.06417	4.70764	7.12139	8.46618	4.47792	4.45452	6.14465	6.93464	7.38417	6.83957	7.64163	6.00495	6.8747	7.54937	5.71172	7.70364
PWY-6876: isopropanol biosynthesis (engineered)	16.8045	16.8221	16.165	17.2895	16.2108	24.5284	24.5284	15.7336	20.8575	17.1148	23.8523	18.1471	21.3606	19.7312	24.0852	24.0852	26.3726	13.8255	25.2147	20.1303	14.8643	13.0414	10.8129	12.2506	22.167	26.5066	12.64	14.2531	22.8944	14.4794	20.019	7.81989	11.3456	22.5193	25.62	22.5241	19.5477	23.0543
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56076	0	0.821071	1.457	0.943742	0	0.984613	0	1.50899	0.761673	1.01787	0.76424	0	0.801178	1.94439	0	3.2919
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	0	3.23087	2.88875	3.83634	0	0	5.17506	0	3.89723	4.68761	2.20371	4.98032	3.97854	4.14795	4.14795	3.77533	4.6377	5.75997	0	0	0	0	2.34562	3.74792	2.69452	0	2.74455	0	1.76125	2.23498	2.66524	2.29207	0	2.34962	4.87714	0	7.57548
PWY-6897: thiamine diphosphate salvage II	6.62091	6.6277	6.69096	4.43513	3.63844	6.23047	6.23047	5.01432	4.10226	3.70771	5.09033	2.70619	3.9407	2.39411	3.45231	3.45231	6.61139	3.35975	5.67746	1.99525	0	6.34582	0	4.78435	4.79372	5.87791	1.77463	3.1942	4.63315	2.09668	2.85046	0	4.63177	5.31489	6.31777	5.01703	0	0.96723
PWY-6901: superpathway of glucose and xylose degradation	27.6191	27.2044	28.9092	29.3778	30.4339	28.8347	28.8347	29.7716	27.421	29.9208	34.9905	28.4479	31.733	32.8687	30.8195	30.8195	34.783	30.4556	32.4404	19.1428	22.1477	29.3804	18.034	22.6844	23.9962	31.4094	34.6879	33.7285	33.92	34.8309	36.4993	38.6105	43.0339	36.4348	29.5587	38.5984	26.3615	33.382
PWY-6902: chitin degradation II (Vibrio)	0.519465	0.519998	1.76154	1.95632	2.07746	1.00519	1.00519	1.84163	2.45856	0.783349	2.01883	1.36667	3.02173	1.19525	1.9855	1.9855	2.09376	0.956531	0.914778	0	0.730073	0	0	1.07667	0	0	1.80642	2.23418	0.14132	3.47361	1.04005	2.83389	1.14557	2.34664	0	1.40004	2.25577	0.486756
PWY-6906: chitin derivatives degradation	0.729609	0.730357	0	1.17486	0	0	0	0	0	0	0.0730291	0	0	0	0.831682	0.831682	1.38193	0.543632	0	0	0	0	0	0	0	1.34005	0	0.949125	0	0	0	0	0	0	0	1.57589	0	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.474684	0.475185	0.621246	0.387781	0.604278	0	0	0.429475	0.369615	0.488744	0.509083	0.224803	0.593037	0.320855	0.151011	0.151011	0.638352	0.577965	0.337692	0	0	0	0	0	0.215415	0.477287	0.837569	0.484492	0.526418	0.418175	0.75987	0	0.289566	0	0	0	0	0.663576
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	23.2537	23.2775	24.5806	28.3224	24.0207	27.6082	27.6082	23.697	22.9188	20.388	25.9497	19.8048	23.2082	24.1166	23.2858	23.2858	29.8732	23.3909	23.8106	21.0713	14.6503	25.4383	18.6402	23.9821	15.5885	25.1668	22.2215	19.9869	26.3834	22.824	21.7762	23.7545	27.0775	24.4114	25.181	26.5165	13.9675	25.3108
PWY-6936: seleno-amino acid biosynthesis (plants)	25.4099	25.436	27.0608	31.241	31.2815	31.0451	31.0451	31.7806	23.8006	27.6611	33.4298	28.8259	29.5987	29.5253	31.1532	31.1532	31.4496	35.1714	29.3995	27.8994	30.0453	22.9251	19.0167	27.645	28.5264	28.7728	24.9357	25.7736	31.42	35.8142	34.0815	34.2572	28.0292	30.7773	31.1229	31.9972	18.7454	34.6743
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	1.65478	1.67567	0.846181	1.95834	2.59546	0.813859	0.813859	1.19283	0.312977	1.10431	0.595579	1.06592	1.13572	1.45426	1.49824	1.49824	1.44574	1.95145	0.819695	0	0.914699	0	0	0	1.04097	0.958373	0	1.00393	1.15071	1.08164	0.880941	1.18313	0	0	0.907266	0	0.777522	0
PWY-6948: sitosterol degradation to androstenedione	4.13193	4.1422	3.4242	4.51522	4.27685	3.08577	3.08577	2.80123	2.27075	2.59957	3.16118	2.33903	3.83301	2.85331	3.74514	3.74514	4.29457	5.07925	3.65981	3.68232	2.54785	1.1734	1.4895	2.84035	2.64761	3.67975	0	1.59644	1.51211	4.2287	3.21666	5.34222	3.81359	2.63812	2.37839	2.55502	0.854857	3.3252
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis"	2.01188	2.01394	0.824267	0.359654	0	0.537	0.537	0.686779	0.350913	0.696596	1.28315	0.612892	0.644472	0.523006	0.589868	0.589868	1.09869	0.949167	0.956837	0	0	1.50916	1.30413	1.29791	0	0	0.657707	0.589167	0.683813	0.524257	0	0.703401	1.09	0.915136	0	1.34779	0	1.17413
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	81.7791	82.614	86.6745	94.0425	69.9859	71.6692	71.6692	56.2916	62.5893	63.607	72.5106	53.647	67.4796	63.7006	68.268	68.268	80.7644	60.5121	88.9779	91.2531	66.8449	91.2846	74.5625	90.0416	72.8455	91.0683	69.71	66.3863	75.3949	82.9576	72.1077	74.2828	74.3593	79.7772	82.468	87.139	73.8912	76.0778
PWY-6981: chitin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0.539237	0	1.56622	1.56622	1.67591	0.876898	0	0	0	0	0	0	0	0	0	1.40909	0	0	0	0	0	0	0	0	0	0
PWY-6992: 1,5-anhydrofructose degradation	3.44814	3.45167	3.08245	2.67043	5.10775	4.07981	4.07981	5.75037	4.05422	4.02964	6.26845	5.36155	5.01842	4.47754	6.67043	6.67043	6.92552	6.99539	5.514	4.69728	4.93521	3.54186	1.50954	4.18742	4.90535	5.98603	3.9679	5.33453	5.09678	4.16862	5.41582	6.31215	5.0237	3.86394	7.05095	6.12035	5.38324	7.26434
PWY-7000: kanamycin biosynthesis	0.210715	0.210932	0	0	0	0	0	0	0	0	0	0	0	0	0.507927	0.507927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354331	0	0.466909	0	0	0	0	0	0
PWY-7003: glycerol degradation to butanol	1.19855	1.19889	2.48221	0.791037	3.87977	1.652	1.652	3.16944	2.38832	3.01019	1.61589	1.75638	3.18026	1.39718	3.20892	3.20892	3.90305	4.12431	0	0	0	0	0	0	3.50683	1.10594	2.30644	0	2.74204	3.33151	2.81017	3.74353	2.9125	0	0	0	0	2.84759
PWY-702: L-methionine biosynthesis II	19.2049	19.2246	19.464	21.8343	18.9538	16.6218	16.6218	18.8919	14.916	18.3888	20.8352	16.9412	19.0766	18.8192	18.6807	18.6807	21.1588	20.37	19.4121	19.6778	15.5529	18.0511	11.8618	18.0384	17.831	17.6082	15.2789	14.6584	17.3475	18.1174	19.7358	19.6837	21.7641	16.0563	21.8663	22.4127	14.3055	21.742
PWY-7052: cyanophycin metabolism	0.572937	0.573525	0.3467	0.319532	0.750505	1.19146	1.19146	0.864148	0.57404	0.440697	0.865978	1.10448	0.785486	0.814059	0.903013	0.903013	1.08563	0.8922	0.828074	0.419301	0	0	0	0.769398	0.804676	0	1.00515	0.633939	1.381	0.894423	1.34551	0	1.28612	1.36029	1.20109	0.777464	1.06595	1.21122
PWY-7084: nitrifier denitrification	0.96956	0.970554	1.3078	0.723857	0	0.484694	0.484694	0.189443	0	0.441673	0	0	0	0	0	0	0.194526	0	0	1.53977	0	0.487703	0	0	0	0.577633	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	0	0	1.22993	0.807327	0.101634	0.98234	0.98234	0.617756	0	0	0.612869	0.575838	0.851479	0.815574	1.19915	1.19915	0.665593	0.545537	1.24536	0	0	0	0	0	1.05	0.559148	0	0	0	0	0	0.812938	0	0	0	0	0	0
PWY-7094: fatty acid salvage	5.3866	5.39371	5.80609	4.23153	3.32856	1.71669	1.71669	3.94044	3.39122	5.0726	3.43524	1.88546	1.86948	5.32843	2.29324	2.29324	2.70972	3.5124	0.669243	0	1.151	4.8889	2.36736	1.58845	2.61023	1.889	1.20725	3.20712	5.21663	2.00177	2.50172	1.38237	3.59304	3.1219	1.67626	0.986812	0	3.62177
PWY-7097: vanillin and vanillate degradation I	0.274855	0.275137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7098: vanillin and vanillate degradation II	0.41116	0.411582	1.06073	1.08859	0.925028	0	0	0	0	0	0	0	0	1.38309	0.992631	0.992631	0.815568	0	0	0	0	0	0.434814	0	0	0	0	0	0	0	1.03522	0	0.835796	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	67.2401	67.3104	77.1166	71.7159	66.6343	68.6181	68.6181	64.0601	59.1106	61.7033	73.9658	59.0499	71.4079	60.7024	72.3133	72.3133	70.052	64.7244	65.4193	62.6581	71.7504	64.4126	65.244	69.446	69.8418	63.343	53.5512	66.9225	71.931	69.6666	71.4419	72.8224	71.1154	75.9516	74.6662	73.6694	55.0686	68.7534
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	15.8436	15.801	14.5742	13.9077	16.5389	14.6259	14.6259	18.8246	14.6811	16.2016	19.1169	14.0465	17.7755	18.5676	16.8024	16.8024	16.9917	18.0397	14.0126	12.5531	17.4179	9.59401	12.3996	16.9972	13.8533	17.5515	21.5167	20.7082	19.401	21.3079	19.3801	21.5533	22.4715	22.102	17.1397	18.6474	15.2563	18.5205
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	28.4102	28.2507	24.0069	26.8431	25.3853	23.9701	23.9701	23.2512	24.5171	24.4928	27.3803	17.9552	23.8572	23.7234	24.2375	24.2375	29.4238	23.7249	21.759	21.606	22.5083	21.9211	18.1885	21.1977	24.569	23.1131	25.5414	24.0818	22.9842	24.2001	26.2387	21.7299	22.9261	22.6238	26.0002	23.4332	17.7164	23.043
PWY-7118: chitin deacetylation	25.2881	25.3133	34.1002	34.6714	35.8457	29.2458	29.2458	35.3279	30.3686	28.5155	40.4675	36.8853	40.0985	38.0875	39.8422	39.8422	33.003	31.4708	30.4016	28.8182	35.5942	32.3208	33.8084	38.674	31.3528	30.4826	32.2667	41.0571	32.2945	47.5513	41.9958	47.9339	45.8858	48.5441	33.4223	36.828	34.7202	44.0765
PWY-7124: ethene biosynthesis V (engineered)	0	0	0	1.15233	0	0.379407	0.379407	0.86265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	16.5329	16.5499	5.69057	7.20073	6.55153	2.468	2.468	3.28613	5.8845	6.14921	2.4802	0	1.43071	5.6057	1.24009	1.24009	4.06102	3.81357	2.43365	4.5947	5.87017	3.86	3.1678	1.59929	0	5.34656	4.60902	2.70701	1.42395	1.23516	3.31863	0	1.0931	1.22471	2.0652	3.19222	1.35733	3.08559
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	1.31053	0	0	0.304398	0	0	0	0	0	0.692105	0	0	0	0	0	0	0	0	0	0	0	1.04329	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	3.77743	3.78092	4.02122	2.07006	0.775238	4.06654	4.06654	5.78838	2.89488	1.85589	3.66826	5.12634	5.71363	4.52969	4.41638	4.41638	6.14655	7.92415	7.11794	4.6846	2.47618	0	3.80952	7.97891	3.68521	0	1.63609	2.84281	2.33329	3.48328	3.47932	5.87166	4.68558	1.63468	6.38681	7.17136	9.37526	4.42629
PWY-7185: UTP and CTP dephosphorylation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18051	1.6721	0	2.5941	5.5155	2.49511	0	1.09654	1.91919	1.46225	2.34321	2.34455	4.00558	3.17728	1.0977	4.34435	4.88693	6.46803	2.9932
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	2.94658	2.9496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	83.2673	83.3527	81.9493	97.3706	86.004	101.047	101.047	72.5955	84.8317	79.9473	102.962	88.4776	91.5642	83.572	100.17	100.17	93.4876	82.4423	85.1503	86.0678	73.8313	90.3748	76.0792	79.0452	73.0973	90.3691	75.8607	69.961	86.2843	83.7467	96.0931	76.955	84.7011	85.8042	82.1587	101.738	75.0967	100.935
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	63.1072	62.9127	56.5878	64.7055	66.8087	54.4967	54.4967	60.5863	49.0861	57.9017	58.1229	48.7549	54.913	61.5621	42.3047	42.3047	51.8	55.9259	45.3252	50.5669	56.9573	52.488	52.0802	54.4097	50.9511	57.3191	60.4102	58.6714	59.8774	67.5555	66.1594	62.9344	63.8754	60.2116	49.744	52.3009	41.276	48.1623
PWY-7199: pyrimidine deoxyribonucleosides salvage	27.3899	27.39	25.5969	27.0046	27.1009	26.8582	26.8582	22.2106	25.8831	21.5589	27.7198	25.7531	24.5677	25.8746	31.6652	31.6652	31.562	24.5174	23.2919	26.751	26.487	29.2743	29.1405	25.3256	24.4262	24.2483	22.7139	24.583	25.8686	27.5675	31.8926	30.2869	31.1025	25.4105	33.7892	36.6503	24.9162	32.5156
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0.27008	0.10033	0.169586	0	0	0	0	0.514149	0.356424	0	0	0	0	0	0.45286	0	0	0	0	0	0	0	0	0	0	0	0.931129	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	140.04	140.186	132.282	138.754	140.629	126.431	126.431	113.131	126.423	121.665	132.539	117.465	124.955	129.451	124.511	124.511	125.848	111.587	117.037	128.667	128.181	123.659	135.859	126.932	114.041	131.727	113.278	117.313	125.46	128.569	143.276	132.25	128.821	135.273	124.937	139.389	110.017	133.726
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	1.56252	1.56412	0.193968	2.3281	0.25376	0.742706	0.742706	0.283106	0.347699	0.579412	1.14654	0	1.13224	0.763844	0.461808	0.461808	0.939977	0.782423	1.26475	1.01893	0	1.13037	0.765655	0	0	2.61843	0.851531	0	0	0	3.76122	1.10705	0	0	0.760666	0	0	1.32228
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	4.19954	4.20381	4.48119	2.30265	0.861512	4.5246	4.5246	6.4139	3.21596	0.553306	4.07687	5.70417	6.34751	5.0308	4.91167	4.91167	6.81009	8.8306	7.92886	5.22256	2.75433	0	4.25241	8.92324	4.08986	0	1.81729	3.15612	2.42224	3.86898	3.86798	6.52618	5.20624	1.81819	7.08265	7.98589	10.4488	4.9335
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	5.36244	5.36754	0	1.29252	1.13886	0	0	5.98468	3.51991	2.50211	2.04002	0	0	1.3337	6.77556	6.77556	8.13381	10.3547	0	0	0	0	4.79524	2.04677	0	0	2.75379	0	3.81714	2.03941	0	2.66905	5.38308	0	0	1.29129	0	5.19951
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	0	0	0	1.1601	0	0.380253	0.380253	0.867478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	148.81	148.891	132.313	143.377	146.978	130.531	130.531	117.812	136.148	135.889	137.741	128.335	134.361	132.132	131.079	131.079	138.318	118.581	122.536	136.252	127.467	119.86	136.024	122.894	117.307	134.462	118.398	121.961	129.894	138.983	147.954	132.487	129.052	134.685	131.277	143.426	111.207	136.691
PWY-7221: guanosine ribonucleotides de novo biosynthesis	141.786	141.909	132.361	141.469	139.74	129.548	129.548	115.655	133.006	129.674	135.897	118.923	129.653	130.528	124.047	124.047	132.608	113.968	120.284	134.861	125.239	120.087	135.149	121.756	119.309	134.723	115.78	116.879	133.13	135.854	140.277	130.423	129.648	134.524	131.017	142.181	108.229	133.552
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	148.81	148.891	132.313	143.377	146.978	130.531	130.531	117.812	136.148	135.889	137.741	128.335	134.361	132.132	131.079	131.079	138.318	118.581	122.536	136.252	127.467	119.86	136.024	122.894	117.307	134.462	118.398	121.961	129.894	138.983	147.954	132.487	129.052	134.685	131.277	143.426	111.207	136.691
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	147.914	148.013	135.497	145.603	146.036	133.019	133.019	119.867	136.92	134.188	140.054	124.728	133.94	134.936	129.134	129.134	137.923	119.12	123.357	137.564	129.618	123.339	139.068	125.515	121.367	137.213	119.976	121.645	134.889	141.204	145.952	134.964	133.451	137.917	133.92	145.066	111.24	137.081
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	112.561	112.636	111.661	120.083	119.437	112.079	112.079	106.596	99.0141	112.523	118.024	95.8664	116.479	115.731	107.31	107.31	128.606	103.557	110.047	101.235	108.385	107.987	102.722	107.971	95.0031	103.239	100.205	98.4099	119.453	123.771	115.438	123.773	125.23	118.734	114.652	117.628	89.3213	115.81
PWY-7234: inosine-5'-phosphate biosynthesis III	63.3148	63.3804	47.6624	54.3239	53.2336	49.8119	49.8119	46.1544	50.3727	51.2061	52.4574	32.0039	45.0757	51.0405	51.0759	51.0759	61.3797	48.4001	45.0516	39.4747	42.5596	41.8372	48.2439	42.7135	44.315	53.2042	42.6884	44.4088	43.5284	47.9845	50.0349	43.5436	47.8355	46.1152	60.3414	58.3266	33.1533	54.5931
PWY-7237: myo-, chiro- and scyllo-inositol degradation	7.99162	7.99982	12.169	7.82929	9.1515	9.26241	9.26241	11.124	12.0613	8.97004	13.0152	10.594	9.31602	10.2129	12.2037	12.2037	9.32703	10.9788	12.5007	11.3852	7.67919	8.51922	0	7.23038	0	7.30707	7.98798	14.7632	9.15699	11.5571	11.8971	10.6206	12.1385	10.5296	11.3308	10.5893	11.4282	15.5544
PWY-7238: sucrose biosynthesis II	62.9686	63.0332	82.4947	77.3882	58.3205	84.5121	84.5121	78.601	73.0692	74.079	111.368	112.527	103.253	84.5675	112.87	112.87	97.0647	80.7149	107.058	68.5758	63.8044	88.3534	60.099	77.1987	77.9002	84.3382	67.9727	66.067	79.6133	72.9242	84.3883	75.438	93.3769	84.4404	104.077	102.172	79.5817	121.13
PWY-7242: D-fructuronate degradation	7.44743	7.45506	6.5849	6.74796	8.00048	3.18589	3.18589	4.45792	2.54083	6.39745	4.86274	4.43056	3.36355	6.04509	4.18047	4.18047	4.6792	3.91626	5.21092	3.92002	2.46462	6.7564	7.58209	5.3136	2.01351	3.68992	4.83743	3.17448	6.33134	2.34476	4.7738	4.62305	3.78304	4.13916	3.84643	5.76022	1.75827	3.95707
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	65.9861	66.0621	59.7925	66.1802	65.1315	56.6624	56.6624	57.5937	55.617	59.0466	60.1336	33.8285	53.7154	56.7737	46.9627	46.9627	59.8992	52.5066	52.5673	48.278	57.1973	50.68	54.6829	44.9044	57.3995	62.0837	49.1194	51.5085	57.2024	54.7095	63.7921	53.1739	57.1134	60.8602	57.4402	54.9994	40.6104	55.2259
PWY-7254: TCA cycle VII (acetate-producers)	23.6145	23.6934	26.1996	20.6974	23.102	26.0556	26.0556	23.9261	17.4569	17.6038	35.9768	29.312	35.7735	31.9419	33.1214	33.1214	33.3034	27.8893	27.0383	25.6084	26.5425	31.7992	17.0467	24.9195	28.4023	18.9029	27.4172	35.7794	26.2431	38.4652	40.14	33.6936	37.0476	28.8324	38.5775	40.2787	28.5278	41.1266
PWY-7255: ergothioneine biosynthesis I (bacteria)	8.28082	8.28931	7.37687	10.3108	10.6826	6.14989	6.14989	10.4975	4.57523	8.77572	8.19952	5.34051	8.98946	10.7776	9.16174	9.16174	10.7748	12.999	6.52858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7268: cytosolic NADPH production (yeast)	1.50735	1.50889	1.8253	2.77684	1.46503	1.92354	1.92354	2.56109	1.36976	2.11817	3.12443	1.92485	3.03096	2.84351	3.23866	3.23866	4.4144	3.67104	1.85077	0	1.72796	2.69913	0	3.89564	1.98013	2.06716	2.38707	3.4688	3.83311	2.01501	2.23568	4.19794	3.59481	0	3.7157	3.49892	4.5466	3.13517
PWY-7269: mitochondrial NADPH production (yeast)	1.00732	1.00835	1.22012	1.85873	0.978766	1.28592	1.28592	1.71358	0.915122	1.41661	2.09151	1.28684	2.02903	1.90327	2.16897	2.16897	2.96117	2.46062	1.23746	0	1.155	1.80675	0	2.61224	1.32394	1.38239	1.59689	2.32407	2.56929	1.34692	1.49489	2.81414	2.40737	0	2.49057	2.34423	3.0538	2.09953
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	2.26329	2.26549	1.63408	1.20652	1.15416	1.1749	1.1749	1.24415	2.22853	4.16075	1.73108	1.30566	1.38943	1.46914	0.682788	0.682788	2.26775	1.3575	1.9596	1.04726	0.729786	1.09499	0.784908	1.99588	2.57743	0.692763	3.11492	3.76408	2.07635	1.17364	1.96983	1.97354	1.96896	0.544664	2.29324	1.95148	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	6.56669	6.57339	4.55359	3.94034	3.85692	2.00126	2.00126	2.26924	3.6169	4.3449	3.28518	2.27322	3.69037	2.47756	2.86463	2.86463	5.92458	4.47065	3.99788	2.86313	2.82526	4.56826	3.02224	1.99006	1.73811	3.54187	4.04827	4.60475	5.2661	0.901874	3.71001	0	3.20779	0	2.93643	1.7579	2.92231	5.35363
PWY-7295: L-arabinose degradation IV	0	0	0.449074	0.13126	0	0	0	0.739315	0.359541	0	0.248628	0	0	0.5147	1.0155	1.0155	0.991451	0.399814	0.760032	0	0	0	1.09209	0	0	2.06335	1.60811	0	0	0	0	0	0	0	2.19407	1.55531	1.33346	0.372941
"PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis"	0.887324	0.888234	0	0	0	0	0	0.349099	0	0	0	0	0	0	0	0	0	0.546133	0	0	0	0	0	0.780324	0	0	0	0	0	0	0	0.508137	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	1.1572	1.15838	2.21593	1.60294	0.796392	2.42997	2.42997	0.968761	1.05137	0	1.8738	0	0	0.971963	1.38494	1.38494	1.08111	0.524149	0.841321	0	1.51287	0	0	0.791576	0.687765	1.21571	0	1.02594	1.73439	0.684739	2.10878	0	0	0	0	1.30003	0	1.58342
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	0	0	0	0	0.711213	0	0	0.348588	0	0	0.314007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560522	0	0	0	0	0	0.756955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	9.10756	9.10508	8.33644	8.04367	7.31528	7.20659	7.20659	9.89082	9.72696	9.95971	8.63575	6.78038	8.47526	7.85624	7.28273	7.28273	10.6595	7.03379	7.87408	5.32671	1.01754	7.23701	2.26749	8.05815	8.00277	7.23479	6.62001	8.18296	6.4847	5.82906	10.7664	7.23418	6.99564	8.83718	7.84129	5.65435	7.20835	8.33638
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	38.3742	38.565	25.2227	36.555	30.2333	18.861	18.861	23.1789	17.7696	24.3692	23.9408	13.8328	20.7074	32.8215	18.6937	18.6937	21.2497	24.0346	22.7999	23.269	30.7674	13.7939	30.5603	13.9974	17.1382	14.6312	17.5278	17.9944	14.3503	22.1425	19.5883	20.6148	22.9737	18.5876	17.3251	21.0903	4.54995	15.4294
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0.694328	0.695037	0.929606	0.484506	0.834286	0	0	0.660122	0	0.752973	0.614869	0	0.837799	0.537133	0.240315	0.240315	0.83274	0.741593	0.495043	0	0	0	0	0	0.348668	0.692704	0.996299	0.689062	0.781664	0.661741	1.0774	0	0.514705	0	0	0	0	0.868193
PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	0.694328	0.695037	0.929606	0.484506	0.834286	0	0	0.660122	0	0.752973	0.614869	0	0.837799	0.537133	0.240315	0.240315	0.83274	0.741593	0.495043	0	0	0	0	0	0.348668	0.692704	0.996299	0.689062	0.781664	0.661741	1.0774	0	0.514705	0	0	0	0	0.868193
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0.922191	0.923129	1.19133	0.584868	1.55715	0	0	0.855109	0	0.943361	0.901375	0.596578	1.09768	0.660615	0.311458	0.311458	1.388	0.95542	0.654362	0	0	0.381225	0	0	0.45138	1.45369	1.42088	0.91951	1.01439	0.799611	1.41775	0	0.617723	0	1.03095	1.31757	0	1.14715
PWY-7345: superpathway of anaerobic sucrose degradation	10.712	10.6326	11.5792	9.86124	7.76225	9.47774	9.47774	11.0561	6.43117	6.09246	12.7168	13.5072	12.8619	8.61244	15.57	15.57	11.7191	15.2058	14.2063	5.3485	6.64997	5.82926	0	10.3134	8.44002	14.4	9.06613	10.6696	11.9288	18.9498	13.3893	15.1853	14.9429	16.532	16.4512	12.3114	12.3136	15.0807
